booking_id,member_id,class_id,booking_date,status
ae3401cf-8f12-4a9c-967a-ddcfe9051566,M0120,C003,2023-11-05,attended
b1227556-6b80-4c0e-a8ba-d032ce60a0d4,M0120,C007,2023-11-12,missed
dd0cf399-a3c9-4eea-9910-827d081083fb,M0120,C001,2023-12-09,attended
a734582a-5cd0-412f-8a3e-717364860039,M0120,C001,2023-11-28,attended
5f04af0f-c465-4dda-9e28-b062752ba418,M0120,C002,2023-12-01,attended
21546ac3-fd9b-4032-ade7-dc67907d4470,M0120,C008,2023-11-25,missed
33e27722-b894-40f9-8eb0-7cb297b4be99,M0120,C002,2023-11-27,attended
8d8212e6-5853-41c5-9a50-c57c946aa14f,M0120,C008,2023-11-16,attended
642a61f6-6ae9-4c0f-8630-dfa428cdfc17,M0120,C007,2023-12-05,attended
14c8069d-eee7-439f-8e1e-f42a2f2c1fc2,M0120,C006,2023-12-01,attended
4c6130ff-2524-407b-be57-66bc34e65853,M0120,C002,2024-01-01,attended
34035872-0a70-4919-8d75-45c5924cc111,M0120,C003,2024-01-08,attended
0272bfcb-3556-474d-8744-9671f1f6a5c6,M0120,C004,2024-01-23,attended
f20e0b0e-42d1-4181-b77c-f31a5bd44608,M0120,C001,2024-01-29,cancelled
13125405-9598-43c1-b6b8-e7dad2fff810,M0120,C004,2024-03-13,attended
7bb29d89-2913-4f14-bded-514a90dc5c7a,M0120,C001,2024-03-02,attended
c0f07af6-9769-406b-94fa-04cd502a9b13,M0120,C001,2024-04-11,missed
8cb8a7d4-daba-4df9-9978-2ae35ded1f85,M0120,C007,2024-03-24,missed
6fc7ce76-96d2-4334-836a-f5e84c11f23c,M0120,C008,2024-03-26,attended
2fb3b30e-f614-496e-9a7f-641ebb2ec99d,M0120,C005,2024-03-14,attended
3137ba67-0b2b-44b7-961b-219726c64239,M0120,C006,2024-03-29,attended
db51f115-e61d-4f68-99d6-fe82e4d155b1,M0120,C003,2024-04-11,attended
68aa46af-02c7-4e86-8c37-5947085d6491,M0121,C002,2023-11-13,attended
d5a4a4e1-61be-4bd6-b8c9-02684d8ab93d,M0121,C003,2023-11-27,attended
0ccbf20a-f4c1-472f-b62d-9781ad722d10,M0121,C004,2023-11-03,attended
643db5f2-6997-4d82-ac03-c0d4f270b02b,M0122,C003,2023-10-13,attended
241d2e00-f5e0-4c1c-b8bc-9fc88b290473,M0122,C001,2023-10-23,attended
3ff2230c-b720-475e-bcd2-b4a05e302130,M0122,C004,2023-10-02,attended
2fe336bb-2637-4c8c-9f0c-0d2bf9122765,M0122,C005,2023-10-16,attended
ad54088c-828e-4b2b-bd82-b0637a59405f,M0122,C006,2023-10-14,attended
8ac14239-446d-49c4-8a44-6534070fcbff,M0122,C002,2023-10-08,attended
164576c9-1d71-43cc-96d1-96d5829c4eca,M0122,C005,2023-11-15,attended
b1df5265-d5f9-4f18-8c4a-32c998db81f0,M0122,C008,2023-11-09,attended
4c9280e7-81af-46da-8807-3996364a989f,M0122,C008,2023-11-15,attended
357288d4-739d-4cf2-b1a6-4fa2192af89e,M0122,C003,2023-11-24,attended
edd18f25-2d6a-443f-81bd-d63865257e16,M0122,C007,2023-11-21,missed
d392b16f-6d95-4996-95c9-04b5a0096f49,M0122,C004,2023-11-10,attended
007f1dec-d185-475b-b8b6-93ed470bfadf,M0122,C006,2023-12-24,attended
fca22c81-69b1-43b3-b058-ac086fab2a54,M0122,C006,2023-12-18,attended
1843b803-541b-4e7a-b327-09763e88e716,M0122,C008,2023-12-15,attended
4deb7762-7712-4a39-9c11-01ab59847848,M0122,C008,2023-12-09,attended
cbaee8fb-08af-4a98-9868-3c5f65a54e79,M0122,C001,2023-12-21,attended
455310ed-ca4e-40d3-9aed-fc97b868e647,M0122,C004,2024-01-15,attended
87232655-c2dd-4133-aad2-dd9a7e255c69,M0122,C003,2023-12-31,attended
e592b52d-d460-48ec-8036-75a775cb4bce,M0123,C004,2022-09-09,attended
566fc778-a156-4b56-92b3-7727a7c218f2,M0123,C001,2022-09-05,attended
149931ef-ad27-4b65-9706-296d225ccd16,M0123,C004,2022-08-21,attended
0d190408-3868-47d6-be7c-007c6d7833cd,M0123,C006,2022-08-15,cancelled
6b1a1026-76d0-4cb1-ab9e-98ff26032c3f,M0123,C001,2022-08-30,attended
db05aec6-ceac-4a0d-b52d-873192ba1df1,M0123,C005,2022-08-15,attended
7e92f1ba-ebe3-4ac1-ac97-18620f7452bd,M0123,C004,2022-08-24,attended
ca8e86a2-df74-4881-bbf4-deca704cd86f,M0123,C007,2022-09-21,attended
350df9c8-5376-45a1-bf4b-62165a5a7cad,M0123,C007,2022-09-16,missed
49f6e464-f6e3-435a-a045-84ae00ccd49e,M0123,C002,2022-10-02,attended
c0c67a3d-f4be-4fb3-9fd8-0dfa04973347,M0123,C007,2022-11-03,attended
faa2fa7c-8e72-4cd1-b6da-a1ef97b765a2,M0123,C004,2022-10-23,missed
920ac964-9d8b-4135-9777-bc3b6ac9ac90,M0123,C005,2022-10-14,attended
ff2a81a6-2d79-494c-9b98-8756df5237f2,M0123,C003,2022-10-12,missed
3279ce19-3b27-46b2-8df3-7e6b7fe42298,M0123,C008,2022-10-14,attended
7a2e9920-ebc1-423b-9804-3d90c32072d1,M0123,C005,2022-12-02,attended
201f7d65-44ec-4cd3-a016-ab5f5ba3d871,M0123,C005,2022-11-20,attended
5e98fc91-33bd-474b-b9b8-c7c9799a82d2,M0123,C006,2022-12-20,attended
54732fef-44ce-4167-8bf3-35bcc27ebbcf,M0123,C001,2022-12-10,attended
84f2be9b-6298-4dcf-974e-d86bb97c71f9,M0123,C006,2023-02-04,cancelled
569082bf-2a99-4ba3-8123-d9af462431bf,M0123,C004,2023-02-02,attended
93e7cbb8-c68d-4f75-b9f8-5bb04061ac8f,M0123,C007,2023-02-19,attended
e397bec9-3fb7-4559-975b-2126ba93f496,M0123,C006,2023-02-15,attended
f1da6d2a-01f6-498f-a0f4-76712fdda181,M0123,C007,2023-02-10,attended
558e771a-6a7b-4586-abea-886c2c7042db,M0123,C005,2023-02-15,attended
41d36d5e-c889-4221-be22-5e4e4ee7e400,M0123,C001,2023-02-11,attended
76768fc1-7726-4e1d-85c9-2d41b402fb95,M0123,C007,2023-02-12,attended
d2c99d6d-9a10-4bbd-b840-509ea63b348d,M0123,C001,2023-02-23,cancelled
48c2cbfb-6bda-4973-8eb8-0e60630b8849,M0123,C001,2023-03-20,attended
a8d41faf-a519-4cb2-a8cd-361619cb5046,M0123,C003,2023-03-15,attended
d8ed1217-7956-4436-8498-a1984dca8de0,M0123,C008,2023-03-16,attended
4ffbc570-0662-4e8d-873d-a0bb60fb8ffa,M0123,C002,2023-03-24,attended
954cd397-0ab5-4819-959c-c7218d8aef29,M0123,C001,2023-03-31,attended
7902b0ae-b95e-4009-a284-d09bb8793d32,M0123,C006,2023-04-24,attended
b499415b-191a-413b-a1d5-2d6341a9428f,M0123,C008,2023-04-15,attended
4e358479-009a-464e-b7c4-c91d81b7e29b,M0123,C008,2023-05-06,attended
488ca9e1-a2d6-4e6d-a75c-d19335bdf3d2,M0123,C006,2023-05-01,attended
9b42c4c5-c5bd-4810-8851-52ce068bde83,M0123,C006,2023-05-21,cancelled
f2f25072-0ec1-4946-a205-82b729fcf7ab,M0123,C002,2023-06-07,attended
0abed129-3a37-4d16-a3a7-015bb2af048b,M0123,C004,2023-05-21,missed
e9479f72-11e0-468e-b2d5-172637482a57,M0123,C002,2023-06-11,attended
3957a86c-f325-4c14-b268-fdf43041abd6,M0123,C003,2023-06-10,attended
b44cf753-4a3d-4795-8aec-17ba849c31af,M0123,C003,2023-07-01,attended
eaf2c0c6-9a5f-4f07-8cac-14863a6c9598,M0123,C005,2023-06-17,attended
a88f10f7-1dab-46ea-a59c-b9f1358d2750,M0123,C007,2023-06-19,cancelled
3dc07ad5-28d4-410d-99fd-ce531d7b2fc7,M0123,C004,2023-07-10,cancelled
804b7323-6a8c-49ab-ab9f-43bb780c9343,M0123,C008,2023-07-10,cancelled
062b0160-51f8-43b1-bcbf-7bf0c0e38bde,M0123,C001,2023-07-10,attended
cd9d28aa-7838-4082-8d6a-b2db7df51618,M0123,C006,2023-08-20,attended
9ff82e68-60cb-4d04-a665-6597b70b449c,M0123,C006,2023-08-16,missed
65eb8025-db9f-4007-be86-89bc53e6af20,M0123,C001,2023-08-24,attended
076784c9-0e59-474e-9830-ff8b0b54502e,M0123,C002,2023-08-13,attended
41728d02-4cd2-4f13-84d8-8abc0a19ad72,M0123,C002,2023-08-27,cancelled
0e739d09-8c3e-4bba-aa43-d103b93a4fe1,M0123,C002,2023-08-19,cancelled
5d8da921-1ec8-4f60-b08b-709f900b414b,M0123,C004,2023-08-07,attended
f10f8a95-c266-4118-992d-fe01873b321e,M0123,C002,2023-10-04,attended
7dfcf4e1-1037-4f5d-81d8-bb7ca1996647,M0123,C004,2023-09-27,attended
bf8491b1-e702-4fc7-9702-f1743ed0aeb4,M0123,C002,2023-09-23,attended
301b1416-259d-4b60-99f8-cadddc35576e,M0123,C002,2023-09-27,cancelled
9a9a979c-afe3-46b9-8bba-87321c2161c6,M0123,C004,2023-09-11,attended
c974ed84-8114-4b85-8308-2ac21760dd02,M0123,C007,2023-09-16,attended
b0d6e317-f648-4226-bbb0-7b8b97fba1d8,M0123,C007,2023-09-17,cancelled
7697fe6c-11b1-4a72-ade8-29b562f5466a,M0123,C002,2023-10-06,attended
8a38322f-5d34-4f77-b5a0-aef0319eab84,M0123,C006,2023-10-27,attended
547af5cd-22d5-4929-9ae1-262ef04144e2,M0123,C007,2023-12-02,attended
d25acdef-3a2e-41db-998b-40d2898c08c1,M0123,C008,2023-11-28,attended
c2be0fa0-e8b6-484e-abf0-9fa79d0da3f3,M0123,C003,2023-11-22,cancelled
82e7d015-93b5-4cce-a305-8fc4d8ab5ef8,M0123,C005,2023-11-07,attended
f70e4368-03d7-42ec-947a-fe4af70b692a,M0123,C003,2023-12-13,attended
d67117af-6ffa-4ea8-9248-4c721c4214bc,M0123,C002,2023-12-14,missed
9350dbd3-0141-4ced-aa83-f5753e71eb40,M0123,C008,2023-12-13,cancelled
8cae689d-7e79-4441-a9d3-60fb36eacbf3,M0123,C007,2024-01-25,attended
a5dbad45-dba3-4d77-90ca-7fbe45c5c595,M0123,C003,2024-01-08,attended
bfee9e1e-7810-422b-9600-4fef85d83b56,M0123,C001,2024-01-08,attended
a8f0f208-1d65-4976-a62c-c6497e8afc9b,M0123,C005,2024-01-24,attended
cf06b570-3e6d-4715-9798-19081d4272cf,M0123,C002,2024-02-26,attended
d1bc92b0-956a-4c7c-afc3-f1afddee0079,M0123,C005,2024-02-16,cancelled
0a4958c2-d047-438e-9c2e-8f6f9971b2d1,M0123,C006,2024-02-04,attended
8d5c203c-5544-4b43-8505-dd0352010d8e,M0123,C003,2024-03-24,attended
af06e00f-ae50-403b-8554-2b58a5cfda9c,M0123,C007,2024-03-11,attended
0d5e372b-a25b-49b8-842b-7ff40cf29b95,M0123,C008,2024-04-13,attended
f1ea61d9-7692-412c-84dd-526bde880a35,M0123,C004,2024-05-16,attended
27d8e965-2c6a-4023-9f2f-60f32db51763,M0124,C007,2023-10-12,attended
406948b8-3598-42aa-9c42-fa73b3369ade,M0124,C006,2023-10-07,missed
29f22c8d-826f-43da-a1fd-4c0355661842,M0124,C006,2023-09-26,attended
008063a6-b7ad-4cee-bb46-bc072e06830c,M0124,C002,2023-10-03,missed
1a2349f0-8d9e-4e00-aca8-584818c11d5e,M0124,C008,2023-10-05,missed
e8e4dc55-1139-48cc-94a6-0137ffc6f302,M0124,C005,2023-10-12,attended
5a532c18-9573-44ce-ae3f-ee73888cc605,M0124,C004,2023-10-03,attended
ece84bad-7ba1-4b22-a320-e8c527538cc6,M0124,C001,2023-10-03,attended
73d302a6-79b3-4d91-b38e-d78c4c348b8b,M0124,C001,2023-10-30,attended
f7a9e0e4-5095-4280-96bb-021718230f49,M0124,C007,2023-11-02,attended
8dc8c5dd-519a-4992-b9ed-5e7050867c0c,M0124,C006,2023-10-31,cancelled
fd158ee2-ccb4-4146-8e92-54c860599d30,M0124,C002,2023-11-05,attended
f21f8938-7d32-4713-a4fe-ee758c9cb256,M0124,C004,2023-10-30,missed
173416bd-53f2-4595-9a59-ac0929459aa3,M0124,C006,2023-11-15,attended
5ead0b2c-8778-44de-bb86-5d91f921eb06,M0124,C005,2023-12-02,cancelled
bcb943fe-7274-47cc-9c07-e9b1ad54ea76,M0124,C008,2023-11-27,attended
c32f365f-7b4f-41a3-aba0-abd1f5265d0e,M0124,C004,2023-11-19,attended
11bce17d-88de-4adf-97bf-278cf6c3cbe1,M0124,C008,2024-01-01,missed
ee429b8d-6da8-4071-9138-97c04d0d3828,M0124,C008,2023-12-25,attended
84c1925b-be8d-45fc-8238-a26e789d918b,M0124,C007,2023-12-13,attended
4b42c7df-ff42-44d1-a0d3-b43a0d732433,M0124,C003,2023-12-28,attended
3e2e3786-cb0b-4887-8213-b69f7dcd2ea2,M0124,C002,2024-01-22,cancelled
977705bd-9bea-4c27-b291-eac490321444,M0124,C001,2024-02-05,cancelled
d3fe1a94-8074-4f9d-94b4-c94a2be3beb4,M0124,C004,2024-01-11,attended
2a0104e7-e48d-402b-aeba-ee5af84bd1a2,M0124,C002,2024-01-26,attended
e82596e2-17e9-4f86-8bb9-9574d0a44016,M0124,C007,2024-01-27,attended
32e6a1f8-24cf-4ace-95ea-81cefbe5fb55,M0124,C008,2024-01-28,attended
b603896c-4178-405b-be38-465e6013ae29,M0124,C006,2024-01-19,attended
1b0a3c53-a330-49fd-8d5a-7046029ece03,M0124,C006,2024-01-16,attended
d9eadbf9-90d6-4367-8129-2bddee176ad5,M0124,C006,2024-03-06,attended
4717920b-dcc0-410e-81ee-341fe7215ca3,M0124,C008,2024-02-11,attended
83959cda-ef25-4c11-8a31-0e6235a53b24,M0124,C002,2024-03-10,attended
b56fd0fd-e7d1-4400-8f6d-4f99202947ab,M0124,C003,2024-02-26,attended
7bcd255d-46f8-489d-82b9-0d64e4dd5c23,M0124,C001,2024-02-22,attended
df1f66ea-a643-454d-9f8b-a402632143a9,M0124,C003,2024-02-22,cancelled
089943f3-46bb-4abc-b8f9-421dc79950a0,M0124,C002,2024-02-12,attended
b07505a0-275e-4ad1-ad05-e69b1820c429,M0124,C005,2024-03-30,attended
905ea4af-f030-43cf-bf93-0b1b53c01fcb,M0124,C007,2024-03-12,missed
1d5880a9-f88a-4ffd-86ca-dadb321d2542,M0124,C001,2024-04-25,attended
45b09cb2-05e8-4cf7-9175-f052bf771ddd,M0124,C001,2024-04-26,cancelled
ef63ad29-ac94-4f26-aa75-e89d5fb568c0,M0124,C002,2024-06-04,attended
439e7828-a66b-40ac-8c8d-a5c2d16e2e4c,M0124,C002,2024-05-14,cancelled
7e4bab0d-0cb6-4ca3-8ca0-f20701bfb4ba,M0125,C003,2022-11-25,attended
60eee400-f6a0-4985-869a-7e6517d7a083,M0125,C003,2022-12-09,missed
49832e93-d548-4f41-a74f-2e160ebcde3c,M0125,C003,2022-11-22,cancelled
3e49ea17-baa7-4c15-a754-b3c04aecab7f,M0125,C003,2022-11-27,attended
5edbafe4-0e2b-4890-b36e-e4d559d5ed8a,M0125,C004,2022-11-26,attended
9eec8107-c64c-4e14-8f39-b83af4517586,M0125,C007,2022-12-01,missed
56e8d0a8-4143-4fff-b3c9-a39d0dd6ba4a,M0125,C002,2022-12-20,attended
851cc455-aaf3-4679-b227-60130e3c9804,M0125,C003,2023-01-16,attended
b2b5acad-df7d-42fb-80f2-6b85a69e6648,M0126,C004,2023-02-09,attended
c23e36c1-7a93-4e92-a435-a29cf5f78699,M0126,C008,2023-01-24,attended
743b64ef-4138-4055-bd6c-2f563f70ff54,M0126,C005,2023-01-27,attended
d068009a-2f01-4526-8f0f-f04d492f6ca4,M0126,C002,2023-01-25,cancelled
b08dff11-ba48-4489-aee8-7d930bbf382e,M0126,C005,2023-02-12,attended
84308387-d2d0-4ebf-b169-d74775ade37f,M0126,C004,2023-02-20,attended
270ff6da-362a-4723-9acc-9ec06fca799d,M0126,C002,2023-03-19,attended
2e25d94a-4308-4f60-b095-87d79246be2a,M0126,C008,2023-03-02,attended
7470af23-5edd-443d-a9b4-b22868fef228,M0126,C005,2023-04-09,attended
44a1a4f2-a3e3-4eec-a2aa-162fd0ce7f0e,M0126,C006,2023-03-25,attended
888c373b-224f-4e58-8ccc-7399d9c2137d,M0126,C006,2023-04-24,attended
157a6bce-0f8a-447f-972a-16e5d3f8d66c,M0126,C001,2023-04-27,cancelled
e610f664-fad5-4350-a6a6-49984ff89e84,M0126,C008,2023-05-01,attended
a849e56a-82d2-4319-9030-92866044d0af,M0126,C004,2023-05-05,attended
f27cb73f-93c9-46a1-bbc5-43389b0ba7ea,M0126,C003,2023-05-02,attended
4df01c11-910f-4479-b61a-6dc0f4a2f5e5,M0126,C006,2023-05-05,attended
cbacca08-2fa0-44e3-b333-97d0eaa91179,M0126,C002,2023-05-24,attended
54e6b009-e111-4cd2-931c-4c2e5f247922,M0126,C002,2023-06-02,missed
dcd7ff1e-36e4-4d8a-a4a4-af24174cca79,M0126,C004,2023-06-07,attended
de85b807-5d5f-4c68-993f-9be7c1803835,M0126,C002,2023-05-30,attended
7ae7247f-82c2-4085-97de-c220cb3822c6,M0126,C001,2023-05-27,attended
c7d074f0-975b-4510-a75e-91071036be56,M0126,C004,2023-06-19,attended
9f8b4b1c-c523-444d-ae54-44adb4421fb6,M0126,C001,2023-06-30,missed
1d8b776d-f713-4dde-b930-10fe61a76e0e,M0126,C005,2023-07-27,attended
dab3908f-2fcf-4885-b766-738227db8489,M0126,C005,2023-08-04,missed
e03c406a-603a-4ceb-8ed3-a1eedd9975ed,M0126,C003,2023-07-24,attended
72a12b4e-1fa5-4ea6-a2bf-4be6fc088ab4,M0126,C003,2023-07-24,attended
1729eb04-6287-4f89-b5f2-aed2938ff7dc,M0126,C008,2023-08-17,attended
7bb047cb-5611-40f9-8a5a-01113778eec9,M0126,C006,2023-08-13,attended
7bd60f40-f886-4382-8acf-bd3d15f6cfe9,M0126,C008,2023-08-16,attended
70cf59f4-0cd7-4a98-aa19-f15ad3b1d5a1,M0126,C005,2023-07-20,missed
0dd0bbdf-7869-4f74-b838-55a8922dbca4,M0126,C004,2023-09-13,cancelled
170d7630-7ef3-49d2-b668-17113720b0f9,M0126,C006,2023-08-18,cancelled
e7900e78-1ab9-44a3-a8d3-cb7188875d0a,M0126,C003,2023-09-03,attended
2b1b80cc-97f3-4516-8535-d04f2fd74623,M0126,C002,2023-08-21,attended
3f845869-d641-4d22-a20d-7a1d341ed932,M0126,C003,2023-08-31,missed
e4d68084-f12c-4ebb-a279-646eb2de5f1a,M0126,C001,2023-08-30,attended
80daa5c2-c0be-409e-aca7-2dd700a9dddf,M0126,C008,2023-10-12,attended
2c2a94ae-766f-446e-b140-9b751f98150a,M0126,C004,2023-09-19,attended
f50d6e12-78b0-489f-9473-f44dabd6f276,M0126,C005,2023-09-19,cancelled
ce730ba7-1c1a-4e99-bd23-c5d6525e2470,M0126,C004,2023-10-09,attended
da08466c-cf3c-4ab9-97be-25e0509b4f9c,M0126,C008,2023-10-04,attended
88627323-e146-483d-99d6-1504f5174f8f,M0126,C008,2023-10-07,attended
799708c5-17cf-4a5d-8b95-c65ea1b33223,M0126,C002,2023-11-11,attended
1f6af594-60fd-4283-afc2-18b8464e4d16,M0126,C004,2023-10-20,attended
4f571505-0e9e-46f1-8bb3-b1d8635788db,M0126,C005,2023-10-31,attended
1e34b01b-76d2-4a7c-989c-cbf0366c7fec,M0126,C003,2023-11-04,attended
7a2d71bf-028c-4eb5-ac1e-5a34b914c263,M0126,C006,2023-10-26,cancelled
66c7cfb1-4142-40aa-a3d0-024e11a5e643,M0126,C008,2023-10-17,attended
c94bf92e-3670-4f16-9e1d-058121cf7d76,M0126,C001,2023-11-14,cancelled
bc731cce-39ef-4b27-9401-808e4bb70abe,M0126,C003,2023-12-15,attended
6aa96beb-40a8-4df6-ac46-7bdebd93cb2f,M0126,C005,2023-12-13,attended
2f328360-a4f2-409c-8564-8e2eda7bfbec,M0126,C002,2023-12-03,attended
6ff5edef-e6c5-4fae-881d-b3ae0f8ca9f6,M0126,C003,2024-01-01,attended
91322791-5004-4ce2-94a2-fa1742bf0bcd,M0126,C004,2024-01-03,attended
521bd9e8-60d4-47e0-9b4a-3efedf722509,M0126,C001,2024-01-01,missed
b33476fd-dabb-49de-a98e-96fca39824df,M0126,C005,2024-01-08,cancelled
1b120d12-5ce7-49ce-8825-2d829651d3f9,M0126,C003,2023-12-31,attended
c8f1cb06-8a75-4fad-a91c-69c6b50d8490,M0126,C006,2023-12-26,attended
a47170a4-56ab-4ff8-92e5-8796b48f4658,M0126,C006,2023-12-23,attended
bf5892c7-8474-48fc-b6de-fc3dd8929888,M0126,C002,2023-12-29,attended
e9c31ac7-3389-4b9a-a1f9-331ad1a4e6ad,M0126,C004,2024-02-12,missed
84800a16-1335-44e8-a470-06a59e93e16b,M0126,C001,2024-02-07,attended
9d5c3a27-3d06-4d52-9dfd-e8db11e96c50,M0126,C008,2024-01-27,attended
148f4f57-2176-40cf-8da5-5830c191729f,M0126,C007,2024-01-16,attended
382fb83b-3467-407a-bf4a-b176a56e7560,M0126,C002,2024-03-09,missed
8e19fe83-12bd-4c55-acb1-4335bcc47374,M0126,C002,2024-03-03,attended
c7606a93-fb0b-4a67-b769-569038b32c10,M0126,C002,2024-03-07,attended
c9eb2f0c-1382-421a-9d68-754e2826a1a4,M0126,C004,2024-04-02,attended
08f7096a-7e56-46ae-9191-681d2f6b86fd,M0126,C008,2024-03-15,attended
243ef91d-08e0-4898-9d9c-654eacffa152,M0126,C005,2024-05-17,missed
ced4d3c3-1606-439d-a8eb-87074967d83f,M0126,C002,2024-05-21,attended
bf64306c-6882-4ca2-b300-babc0cb8b6a1,M0127,C004,2023-12-09,attended
17596291-5bb0-4a0d-8d8f-ee3ae15214cf,M0127,C004,2023-12-24,attended
720533df-a67b-4088-a1d9-3ad9fc7dc4f1,M0127,C003,2023-12-09,attended
7393be4b-9257-4f7f-a2c4-36eef9785019,M0127,C001,2024-01-06,attended
be54468a-42d3-443d-884a-1bb70b965f41,M0127,C006,2023-12-18,missed
912489bf-7851-4ed8-a6e5-bddf15217396,M0127,C002,2024-01-23,attended
73fc06f8-d3e3-4b14-bdee-121da333fe4b,M0127,C005,2024-01-20,attended
a469d02d-8a46-45cd-bb07-ae0d6b27441d,M0127,C005,2024-02-29,attended
3a044637-24ad-4c22-a331-bc374db610da,M0127,C008,2024-02-20,attended
1e5418a6-7bc8-46b0-a800-56fcc8f5ce75,M0127,C006,2024-02-14,attended
49eef063-c520-446c-873a-f0a17d75fb96,M0127,C006,2024-02-08,attended
fae66022-5200-477b-9d41-35b64e609a76,M0127,C001,2024-03-04,attended
d6f3c871-ca85-47c3-9a3f-7447c9e3719f,M0127,C007,2024-03-30,cancelled
bcfb5f01-0529-477c-b2bd-fe41bb549368,M0127,C003,2024-03-27,attended
beb6c5d1-240d-4912-9c9e-ad42adc57111,M0127,C003,2024-03-08,missed
47fcdc60-a3f3-4d2b-83a4-0c907d4a240b,M0127,C001,2024-03-27,attended
6f9c9b07-4dae-4a20-9726-61691135e220,M0127,C006,2024-05-29,missed
ab8a6ed8-e419-4f40-a9e5-faf6ca96623f,M0128,C007,2023-12-05,attended
c664fca6-ab1c-431c-9d85-51d4265feebf,M0128,C005,2023-12-19,cancelled
3eac9ca3-b2e9-47e6-9e53-73afed19b5cf,M0128,C008,2023-12-12,attended
9d46342a-756e-480f-9d06-4abf43874ad5,M0128,C002,2023-12-25,attended
889438be-53b2-4084-8083-70b2a2e0b571,M0128,C005,2023-12-28,attended
8f4d625b-9886-48df-9221-972784ee7026,M0128,C001,2023-12-11,cancelled
d03d3ffe-4892-45db-bb0c-3f19f95a3df4,M0128,C006,2024-01-02,missed
43b82519-b114-41cd-8329-8b3f962a4d54,M0128,C006,2024-01-29,cancelled
aee5b896-cc92-4fe4-aa61-acd06c68cd73,M0128,C005,2024-01-16,attended
b8d4f6b9-4947-43a5-a242-327884e22e56,M0128,C003,2024-01-01,attended
481b8601-3a65-40ba-8f94-a3074461059e,M0128,C008,2024-02-03,attended
f7607f12-4104-404e-b8a9-4c97aa04c39c,M0128,C004,2024-02-25,attended
d683bde0-9550-4e32-82b4-5157f1e1af4b,M0128,C002,2024-03-30,missed
e8cd3d3a-71a1-43cd-a84a-94cd21d480a9,M0128,C002,2024-03-29,attended
7befb6c9-e074-4bec-8599-02b99bb23234,M0128,C001,2024-04-27,attended
3f1163ac-1290-49e7-92ff-3ef76eecf877,M0128,C001,2024-04-12,attended
cac11d7b-29c0-4a61-b4a9-93941f343c90,M0128,C005,2024-04-18,attended
614faa80-b864-44a5-aa64-ac86091ed7dd,M0128,C007,2024-04-25,attended
1e6954d5-75b2-4f26-8520-72f2095574e3,M0128,C001,2024-05-09,attended
e66464a4-8063-4b28-b207-50bd26322b34,M0129,C001,2022-12-23,missed
fba740cb-798c-43c5-a48a-bc09371ad65a,M0129,C005,2022-12-31,attended
a18a49b9-64ed-41dc-9ae1-d7d48219d81e,M0129,C008,2023-02-01,attended
824549d7-59e6-4adb-81c2-36527a3cce3f,M0129,C004,2023-02-02,attended
b84a716b-4b1e-46a6-9a89-e53e3e47550a,M0129,C008,2023-01-30,attended
2610922a-e1aa-4a98-b09c-b47b1ba83e7a,M0129,C007,2023-02-01,attended
508e4910-bf35-4fb2-83ab-4aa3c80901fe,M0129,C003,2023-01-21,attended
834756fc-b9c9-4d06-b116-3b679ded8b66,M0129,C007,2023-02-17,attended
6248e864-0553-4732-85f9-10d64e53187e,M0129,C007,2023-01-25,attended
00413365-7c9b-4324-8cd9-8e6bea0e81bf,M0129,C004,2023-01-22,attended
c565036f-e809-4daa-87e7-e76e85e1f470,M0129,C006,2023-02-21,attended
5608c68f-201e-4689-857c-498e691bd570,M0129,C002,2023-03-15,attended
f05b76bc-9cfe-4085-ae1d-ee5d7ba294f4,M0129,C002,2023-02-25,attended
70a394b9-8ff5-4be1-9ae5-928ae5208149,M0129,C006,2023-03-17,missed
470982ef-b69a-4895-bf6e-f90071395b7f,M0129,C001,2023-03-13,attended
3b6fc192-3bb3-45e0-a3df-6130102100a9,M0129,C006,2023-03-09,attended
217b0d25-6ff4-45f8-b7b1-50049e33b9c8,M0129,C005,2023-04-01,attended
9e0b40d2-bafb-42bd-8dbb-357b58fbd013,M0129,C001,2023-03-29,attended
4baa8166-0abf-42bf-94ea-c488351386ba,M0129,C002,2023-04-05,cancelled
c2f6f2ff-b2b2-41f8-a0fe-9efd4df643d0,M0129,C007,2023-03-30,attended
b47786fd-2878-4711-896c-bc69099b6c6b,M0129,C008,2023-04-12,attended
5c6e7511-fdd6-4a7c-a80d-9608e331e143,M0129,C007,2023-04-18,attended
70fd2547-c902-4bf4-b06b-7136acc814d8,M0129,C002,2023-05-17,attended
328be933-6fca-4f50-a3b8-09c661ce70d8,M0129,C004,2023-05-11,attended
4cb96995-20c5-4937-9a2a-cc97a6ac68ae,M0129,C004,2023-05-15,missed
14e53db5-0c5b-4436-a866-bfd29c706651,M0129,C001,2023-06-04,attended
adac0144-7d90-4ed3-a772-3081344311b7,M0129,C007,2023-05-26,attended
916865b2-24d3-4532-84c3-f4bcb28a1486,M0129,C005,2023-05-24,attended
afe25760-c1a4-4c70-97ec-b97130ee728c,M0129,C007,2023-06-19,attended
c344f640-f4b1-4645-858c-9ecf5a5a359a,M0129,C006,2023-06-08,attended
9891e02c-00b7-4d04-9188-1a93e5e4f324,M0129,C003,2023-06-14,cancelled
86fa7da0-e5e4-4a7f-b781-89dc52141b8f,M0129,C004,2023-06-29,attended
